A1,A1Label,Rel,A2,A2Label,Count
BCIO:050582,behavioural inhibition,Influences,MF:0000032,bodily disposition,1
BCIO:050890,protective factor for harmful behaviour,Influences,BCIO:050821,health-promoting behaviour,1
BCIO:050890,protective factor for harmful behaviour,Influences,BCIO:036066,pro-social behaviour,1
BCIO:050890,protective factor for harmful behaviour,Negatively influences,BCIO:036072,antisocial behaviour,1
BCIO:050489,personal vulnerability to harmful behaviour,Influences,BCIO:036066,pro-social behaviour,1
ENVO:01000254,environmental system,Influences,BCIO:036066,pro-social behaviour,1
BCIO:050489,personal vulnerability to harmful behaviour,Influences,BCIO:050821,health-promoting behaviour,1
ENVO:01000254,environmental system,Influences,BCIO:050821,health-promoting behaviour,1
BCIO:050842,role model for a person,Type of,BCIO:050890,protective factor for harmful behaviour,1
BCIO:050698,low opportunity to enact a behaviour,Type of,BCIO:050890,protective factor for harmful behaviour,1
ENVO:01000254,environmental system,Type of,BCIO:050890,protective factor for harmful behaviour,1
BCIO:050842,role model for a person,Type of,BCIO:050489,personal vulnerability to harmful behaviour,1
BCIO:050842,role model for a person,Type of,ENVO:01000254,environmental system,1
BCIO:036075,harmful behaviour,Type of,BCIO:050489,personal vulnerability to harmful behaviour,1
BCIO:036075,harmful behaviour,Type of,ENVO:01000254,environmental system,1
BCIO:006086,behavioural opportunity,Type of,BCIO:050489,personal vulnerability to harmful behaviour,1
BCIO:006086,behavioural opportunity,Type of,ENVO:01000254,environmental system,1
BCIO:036066,pro-social behaviour,Type of,BCIO:036000,individual human behaviour,1
BCIO:050821,health-promoting behaviour,Type of,BCIO:036000,individual human behaviour,1
BCIO:036072,antisocial behaviour,Type of,BCIO:036000,individual human behaviour,1
BCIO:050849,certainty bias,Influences,BCIO:006024,belief about likelihood of consequences of behaviour,1
BCIO:006026,belief about likelihood of consequences of an occurrence,Influences,BCIO:006024,belief about likelihood of consequences of behaviour,1
BCIO:050633,dissonance reduction through mental process,Influences,BCIO:006024,belief about likelihood of consequences of behaviour,1
BCIO:006026,belief about likelihood of consequences of an occurrence,Influences,BCIO:006038,evaluative belief,1
BCIO:050633,dissonance reduction through mental process,Influences,BCIO:006038,evaluative belief,1
MFOEM:000085,appraisal of desirability of consequences,Type of,BCIO:006026,belief about likelihood of consequences of an occurrence,1
MFOEM:000085,appraisal of desirability of consequences,Type of,BCIO:050633,dissonance reduction through mental process,1
BCIO:006024,belief about likelihood of consequences of behaviour,Influences (*),BCIO:006047,decision,1
BCIO:006038,evaluative belief,Influences (*),BCIO:006047,decision,1
BCIO:006024,belief about likelihood of consequences of behaviour,Part of,MFOEM:000002,emotional-relevance appraisal process,1
BCIO:006038,evaluative belief,Part of,MFOEM:000002,emotional-relevance appraisal process,1
BCIO:050783,stimulus,Influences,BCIO:050791,threat appraisal,1
BCIO:050783,stimulus,Influences,BCIO:050765,self-efficacy belief for avoiding a threat,1
BCIO:050791,threat appraisal,Influences,BCIO:006133,behavioural motivation,1
BCIO:050765,self-efficacy belief for avoiding a threat,Influences,BCIO:006133,behavioural motivation,1
MFOEM:000026,fear,Influences,BCIO:006030,belief about severity of an outcome,1
ENVO:01000254,environmental system,Type of,BCIO:050783,stimulus,1
GO:0098597,,Type of,BCIO:050783,stimulus,1
BCIO:006099,social influence behaviour,Type of,BCIO:050783,stimulus,1
MF:0000203,personality trait,Type of,BCIO:050783,stimulus,1
MFOEM:000001,emotion process,Type of,BCIO:050783,stimulus,1
BCIO:050800,observational learning,Type of,ENVO:01000254,environmental system,1
BCIO:050800,observational learning,Type of,GO:0098597,,1
BCIO:050800,observational learning,Type of,BCIO:006099,social influence behaviour,1
BCIO:006099,social influence behaviour,Type of,ENVO:01000254,environmental system,1
BCIO:006099,social influence behaviour,Type of,GO:0098597,,1
BCIO:033000,behaviour change technique,Type of,ENVO:01000254,environmental system,1
BCIO:033000,behaviour change technique,Type of,GO:0098597,,1
BCIO:033000,behaviour change technique,Type of,BCIO:006099,social influence behaviour,1
BCIO:044114,persuasive communication style,Type of,ENVO:01000254,environmental system,1
BCIO:044114,persuasive communication style,Type of,GO:0098597,,1
BCIO:044114,persuasive communication style,Type of,BCIO:006099,social influence behaviour,1
BCIO:050483,personal history of events that influence behaviour,Type of,MF:0000203,personality trait,1
BCIO:050483,personal history of events that influence behaviour,Type of,MFOEM:000001,emotion process,1
MF:0000203,personality trait,Type of,MFOEM:000001,emotion process,1
MF:0000032,bodily disposition,Type of,MF:0000203,personality trait,1
MF:0000032,bodily disposition,Type of,MFOEM:000001,emotion process,1
MFOEM:000006,subjective affective feeling,Type of,MF:0000203,personality trait,1
MFOEM:000006,subjective affective feeling,Type of,MFOEM:000001,emotion process,1
BCIO:006030,belief about severity of an outcome,Positively influences,BCIO:050791,threat appraisal,1
BCIO:006031,belief about personal susceptibility,Positively influences,BCIO:050791,threat appraisal,1
BCIO:036075,harmful behaviour,Positively influences,BCIO:050791,threat appraisal,1
MFOEM:000035,pleasure (emotion),Part of,BCIO:036075,harmful behaviour,1
MFOEM:000169,satisfaction,Part of,BCIO:036075,harmful behaviour,1
BCIO:050688,intrinsic reward,Part of,BCIO:036075,harmful behaviour,1
BCIO:050655,extrinsic reward,Part of,BCIO:036075,harmful behaviour,1
BCIO:050623,coping efficacy belief,Part of,BCIO:036000,individual human behaviour,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,BCIO:036000,individual human behaviour,1
BCIO:036000,individual human behaviour,Positively influences,BCIO:050765,self-efficacy belief for avoiding a threat,1
BCIO:050835,response cost,Positively influences,BCIO:050765,self-efficacy belief for avoiding a threat,1
OGMS:0000060,bodily process,Influences,BCIO:036000,individual human behaviour,1
BCIO:050753,reflective mental process,Influences,OGMS:0000060,bodily process,1
ENVO:01000254,environmental system,Influences,OGMS:0000060,bodily process,1
BCIO:036000,individual human behaviour,Influences,OGMS:0000060,bodily process,1
OGMS:0000060,bodily process,Influences,BCIO:050753,reflective mental process,1
BCIO:050316,subjective need,Influences,BCIO:006112,reflective thinking,1
BCIO:006112,reflective thinking,Influences,BCIO:050316,subjective need,1
BCIO:006112,reflective thinking,Influences,MF:0000027,planning,1
MF:0000027,planning,Influences,BCIO:006112,reflective thinking,1
BCIO:006010,physical skill,Influences,MF:0000027,planning,1
BCIO:006012,social skill,Influences,MF:0000027,planning,1
BCIO:006004,mental skill,Influences,MF:0000027,planning,1
MF:0000019,perception,Part of,ENVO:01000254,environmental system,1
BCIO:050783,stimulus,Part of,ENVO:01000254,environmental system,1
MF:0000019,perception,Influences,BCIO:006112,reflective thinking,1
BCIO:050783,stimulus,Influences,BCIO:006112,reflective thinking,1
MFOEM:000006,subjective affective feeling,Influences,BCIO:050753,reflective mental process,1
MF:0000032,bodily disposition,Influences,BCIO:050753,reflective mental process,1
MFOEM:000006,subjective affective feeling,Influences,OGMS:0000060,bodily process,1
MF:0000032,bodily disposition,Influences,OGMS:0000060,bodily process,1
MFOEM:000006,subjective affective feeling,Influences,BCIO:050316,subjective need,1
MF:0000032,bodily disposition,Influences,BCIO:050316,subjective need,1
BCIO:036000,individual human behaviour,Influences,MF:0000019,perception,1
BCIO:036000,individual human behaviour,Influences,BCIO:050783,stimulus,1
BCIO:006047,decision,Influences,OGMS:0000060,bodily process,1
BCIO:050228,mental plan,Influences,OGMS:0000060,bodily process,1
BCIO:006046,action schema,Influences,OGMS:0000060,bodily process,1
BCIO:006049,goal,Influences,BCIO:006047,decision,1
BCIO:006049,goal,Influences,BCIO:050228,mental plan,1
BCIO:006049,goal,Influences,BCIO:006046,action schema,1
BCIO:006049,goal,Influences,BCIO:050753,reflective mental process,1
BCIO:050753,reflective mental process,Influences,BCIO:006049,goal,1
MF:0000019,perception,Influences,BCIO:050753,reflective mental process,1
BCIO:006064,psychological need,Influences,BCIO:050753,reflective mental process,1
BCIO:050234,impulse,Influences,BCIO:050753,reflective mental process,1
MF:0000019,perception,Influences,GO:0007613,memory,1
BCIO:006064,psychological need,Influences,GO:0007613,memory,1
BCIO:050234,impulse,Influences,GO:0007613,memory,1
GO:0007613,memory,Influences,BCIO:050753,reflective mental process,1
BCIO:006029,belief about ones environment,Influences,BCIO:050753,reflective mental process,1
BCIO:050753,reflective mental process,Influences,BCIO:006047,decision,1
BCIO:050753,reflective mental process,Influences,BCIO:050228,mental plan,1
BCIO:050753,reflective mental process,Influences,BCIO:006046,action schema,1
OGMS:0000060,bodily process,Influences,MF:0000019,perception,1
OGMS:0000060,bodily process,Influences,BCIO:006064,psychological need,1
OGMS:0000060,bodily process,Influences,BCIO:050234,impulse,1
OGMS:0000060,bodily process,Influences,GO:0007613,memory,1
ENVO:01000254,environmental system,Influences,MFOEM:000006,subjective affective feeling,1
BCIO:050316,subjective need,Part of,OGMS:0000060,bodily process,1
BCIO:006112,reflective thinking,Part of,OGMS:0000060,bodily process,1
MF:0000027,planning,Part of,OGMS:0000060,bodily process,1
BCIO:006010,physical skill,Part of,OGMS:0000060,bodily process,1
BCIO:006012,social skill,Part of,OGMS:0000060,bodily process,1
BCIO:006004,mental skill,Part of,OGMS:0000060,bodily process,1
BCIO:006049,goal,Part of,BCIO:050753,reflective mental process,1
BCIO:006047,decision,Part of,BCIO:050753,reflective mental process,1
BCIO:050228,mental plan,Part of,BCIO:050753,reflective mental process,1
BCIO:006046,action schema,Part of,BCIO:050753,reflective mental process,1
GO:0007613,memory,Part of,BCIO:050753,reflective mental process,1
BCIO:006029,belief about ones environment,Part of,BCIO:050753,reflective mental process,1
MF:0000019,perception,Part of,BCIO:050753,reflective mental process,1
BCIO:006064,psychological need,Part of,BCIO:050753,reflective mental process,1
BCIO:050234,impulse,Part of,BCIO:050753,reflective mental process,1
BCIO:006038,evaluative belief,Influences,BCIO:050759,risk-taker stereotype,1
BCIO:006039,perceived norm,Influences,BCIO:050759,risk-taker stereotype,1
BCIO:006038,evaluative belief,Influences,BCIO:006039,perceived norm,1
BCIO:006038,evaluative belief,Influences,BCIO:006049,goal,1
BCIO:006039,perceived norm,Influences,BCIO:006049,goal,1
BCIO:006038,evaluative belief,Influences,BCIO:006062,promotion focused motivational orientation,1
BCIO:006039,perceived norm,Influences,BCIO:006062,promotion focused motivational orientation,1
BCIO:050759,risk-taker stereotype,Influences,BCIO:006062,promotion focused motivational orientation,1
BCIO:006062,promotion focused motivational orientation,Influences,BCIO:006049,goal,1
BCIO:006049,goal,Influences,BCIO:036000,individual human behaviour,1
BCIO:006062,promotion focused motivational orientation,Influences,BCIO:036000,individual human behaviour,1
BCIO:050481,past behaviour,Influences,BCIO:050759,risk-taker stereotype,1
BCIO:050481,past behaviour,Influences,BCIO:006039,perceived norm,1
BCIO:050481,past behaviour,Influences,BCIO:006038,evaluative belief,1
BCIO:006031,belief about personal susceptibility,Influences,BCIO:006062,promotion focused motivational orientation,1
BCIO:050481,past behaviour,Influences,BCIO:006031,belief about personal susceptibility,1
BCIO:006038,evaluative belief,Part of,BCIO:006116,decision-making,1
BCIO:006049,goal,Part of,BCIO:006116,decision-making,1
BCIO:006039,perceived norm,Part of,BCIO:006116,decision-making,1
BCIO:006031,belief about personal susceptibility,Part of,BCIO:006115,heuristic process,1
BCIO:006062,promotion focused motivational orientation,Part of,BCIO:006115,heuristic process,1
BCIO:050759,risk-taker stereotype,Part of,BCIO:006115,heuristic process,1
BCIO:050481,past behaviour,Influences,BCIO:050806,behavioural consequence,1
BCIO:050210,consumption behaviour pattern,Influences,BCIO:050806,behavioural consequence,1
BCIO:050230,temporal orientation to the future,Influences,BCIO:036100,individual human behaviour pattern,1
BCIO:050230,temporal orientation to the future,Influences,BCIO:050828,positive behavioural consequence,1
MFOEM:000212,negative emotion,Influences,ADDICTO:0000349,addiction,1
MFOEM:000212,negative emotion,Influences,BCIO:050806,behavioural consequence,1
BCIO:050806,behavioural consequence,Influences,ADDICTO:0001318,addiction development,1
ADDICTO:0001318,addiction development,Positively influences,ADDICTO:0000349,addiction,1
ADDICTO:0000349,addiction,Influences,BCIO:050231,temporal orientation to the present,1
BCIO:050641,environmental disposition that increases likelihood of harmful behaviour,Influences,BCIO:050635,economic environmental system,1
BCIO:050635,economic environmental system,Influences,BCIO:050641,environmental disposition that increases likelihood of harmful behaviour,1
BCIO:050641,environmental disposition that increases likelihood of harmful behaviour,Influences,ADDICTO:0000349,addiction,1
BCIO:050635,economic environmental system,Influences,ADDICTO:0000349,addiction,1
ADDICTO:0001350,binge behaviour session,Influences,BCIO:050806,behavioural consequence,1
BCIO:050806,behavioural consequence,Influences,ADDICTO:0001350,binge behaviour session,1
BCIO:050207,individual human behaviour pattern cessation,Influences,BCIO:050806,behavioural consequence,1
BCIO:050806,behavioural consequence,Influences,BCIO:050207,individual human behaviour pattern cessation,1
BCIO:036100,individual human behaviour pattern,Type of,ADDICTO:0000349,addiction,1
BCIO:050828,positive behavioural consequence,Type of,ADDICTO:0000349,addiction,1
BCIO:050231,temporal orientation to the present,Type of,BCIO:050790,temporal orientation,1
BCIO:050230,temporal orientation to the future,Type of,BCIO:050790,temporal orientation,1
BCIO:050806,behavioural consequence,Influences (*),ADDICTO:0000349,addiction,1
BCIO:050231,temporal orientation to the present,Part of,BCIO:050793,utility maximisation disposition,1
BCIO:050790,temporal orientation,Part of,BCIO:041000,human population,1
BCIO:041000,human population,Influences (*),ADDICTO:0000349,addiction,1
BFO:0000040,material entity,Influences (*),ADDICTO:0000349,addiction,1
MF:0000012,arousal,Influences,BCIO:050753,reflective mental process,1
MF:0000012,arousal,Influences,BCIO:050784,stimulus-impulse association,1
MF:0000019,perception,Influences,BCIO:036000,individual human behaviour,1
BCIO:006060,motivational orientation,Influences,BCIO:036000,individual human behaviour,1
BCIO:050784,stimulus-impulse association,Influences,BCIO:050234,impulse,1
MF:0000019,perception,Influences,BCIO:006131,mental categorising,1
BCIO:006131,mental categorising,Influences,BCIO:006047,decision,1
BCIO:006060,motivational orientation,Influences,BCIO:050234,impulse,1
BCIO:050784,stimulus-impulse association,Influences,BCIO:050753,reflective mental process,1
BCIO:050753,reflective mental process,Influences,BCIO:050784,stimulus-impulse association,1
MF:0000031,cognitive representation,Influences,BCIO:050234,impulse,1
MF:0000031,cognitive representation,Influences,BCIO:050694,logical reasoning,1
BCIO:050694,logical reasoning,Influences,BCIO:006047,decision,1
MF:0000031,cognitive representation,Influences,BCIO:036000,individual human behaviour,1
BCIO:050234,impulse,Influences,MF:0000031,cognitive representation,1
MF:0000019,perception,Influences,MF:0000031,cognitive representation,1
BCIO:006016,behavioural intention,Influences,BCIO:006047,decision,1
MF:0000019,perception,Influences,BCIO:050234,impulse,1
BCIO:050753,reflective mental process,Influences (*),MF:0000031,cognitive representation,1
BCIO:050784,stimulus-impulse association,Influences (*),MF:0000031,cognitive representation,1
BCIO:050841,approach behaviour,Type of,BCIO:006060,motivational orientation,1
BCIO:036073,avoidance behaviour,Type of,BCIO:006060,motivational orientation,1
MF:0000031,cognitive representation,Part of,BCIO:050784,stimulus-impulse association,1
MF:0000031,cognitive representation,Part of,BCIO:050234,impulse,1
BCIO:006015,awareness,Part of,BCIO:050784,stimulus-impulse association,1
BCIO:006015,awareness,Part of,BCIO:050234,impulse,1
MF:0000019,perception,Part of,BCIO:050784,stimulus-impulse association,1
MF:0000019,perception,Part of,BCIO:050234,impulse,1
BCIO:006052,knowledge,Part of,BCIO:050753,reflective mental process,1
BCIO:050745,propositional cognitive representation,Part of,BCIO:050753,reflective mental process,1
MF:0000031,cognitive representation,Part of,BCIO:050753,reflective mental process,1
MFOEM:000006,subjective affective feeling,Positively influences,BCIO:050785,strength of attention,1
MFOEM:000006,subjective affective feeling,Positively influences,BCIO:006038,evaluative belief,1
MFOEM:000006,subjective affective feeling,Positively influences,BCIO:050646,evaluative belief about the consequences of one’s past behaviour,1
MFOEM:000006,subjective affective feeling,Positively influences,BCIO:050649,evaluative belief about the possible future consequences of one’s behaviour,1
BCIO:050785,strength of attention,Positively influences,BCIO:006038,evaluative belief,1
BCIO:006038,evaluative belief,Positively influences,BCIO:050646,evaluative belief about the consequences of one’s past behaviour,1
BCIO:006038,evaluative belief,Influences,BCIO:050317,subjective want,1
BCIO:006038,evaluative belief,Influences,BCIO:050316,subjective need,1
BCIO:006038,evaluative belief,Positively influences,BCIO:050649,evaluative belief about the possible future consequences of one’s behaviour,1
BCIO:050317,subjective want,Positively influences,BCIO:050646,evaluative belief about the consequences of one’s past behaviour,1
BCIO:050316,subjective need,Positively influences,BCIO:050646,evaluative belief about the consequences of one’s past behaviour,1
BCIO:006096,goal pursuit process,Influences,BCIO:006116,decision-making,1
BCIO:006096,goal pursuit process,Influences,BCIO:036000,individual human behaviour,1
BCIO:050317,subjective want,Positively influences,BCIO:050649,evaluative belief about the possible future consequences of one’s behaviour,1
BCIO:050316,subjective need,Positively influences,BCIO:050649,evaluative belief about the possible future consequences of one’s behaviour,1
BCIO:006061,prevention focused motivational orientation,Type of,BCIO:050818,goal-directed behaviour,1
BCIO:006062,promotion focused motivational orientation,Type of,BCIO:006060,motivational orientation,1
BCIO:006061,prevention focused motivational orientation,Type of,BCIO:006060,motivational orientation,1
BCIO:050818,goal-directed behaviour,Influences (*),MFOEM:000006,subjective affective feeling,1
BCIO:006060,motivational orientation,Influences (*),MFOEM:000006,subjective affective feeling,1
BCIO:006060,motivational orientation,Part of,BCIO:006096,goal pursuit process,1
BCIO:050818,goal-directed behaviour,Part of,BCIO:006096,goal pursuit process,1
BCIO:050646,evaluative belief about the consequences of one’s past behaviour,Part of,BCIO:006096,goal pursuit process,1
BCIO:050649,evaluative belief about the possible future consequences of one’s behaviour,Part of,BCIO:006096,goal pursuit process,1
BCIO:050317,subjective want,Part of,BCIO:006096,goal pursuit process,1
BCIO:050316,subjective need,Part of,BCIO:006096,goal pursuit process,1
BCIO:006038,evaluative belief,Part of,BCIO:006096,goal pursuit process,1
BCIO:050785,strength of attention,Part of,BCIO:006096,goal pursuit process,1
MFOEM:000006,subjective affective feeling,Part of,BCIO:006096,goal pursuit process,1
BCIO:050809,coping behaviour,Influences,BCIO:036113,substance use behaviour,1
MFOEM:000195,affective process,Influences,BCIO:050809,coping behaviour,1
MF:0000008,cognitive process,Influences,BCIO:050809,coping behaviour,1
MFOEM:000195,affective process,Influences,BCIO:036113,substance use behaviour,1
MF:0000008,cognitive process,Influences,BCIO:036113,substance use behaviour,1
BCIO:015160,personal vulnerability,Influences,MF:0000008,cognitive process,1
BCIO:015160,personal vulnerability,Influences,ADDICTO:0001378,drug withdrawal syndrome,1
ADDICTO:0001378,drug withdrawal syndrome,Influences,MF:0000008,cognitive process,1
ADDICTO:0001378,drug withdrawal syndrome,Influences,BCIO:036113,substance use behaviour,1
BCIO:036113,substance use behaviour,Influences,ADDICTO:0001317,abstinence violation effect,1
ADDICTO:0001317,abstinence violation effect,Influences,MFOEM:000195,affective process,1
BCIO:006019,belief about consequences of behaviour,Influences,BCIO:036113,substance use behaviour,1
BCIO:015160,personal vulnerability,Influences,BCIO:036113,substance use behaviour,1
MFOEM:000195,affective process,Influences,MF:0000008,cognitive process,1
BCIO:050806,behavioural consequence,Influences,MFOEM:000195,affective process,1
BCIO:050806,behavioural consequence,Influences,BCIO:006019,belief about consequences of behaviour,1
BCIO:036113,substance use behaviour,Influences,BCIO:050806,behavioural consequence,1
ADDICTO:0001378,drug withdrawal syndrome,Part of,MF:0000020,mental process,1
MF:0000008,cognitive process,Part of,MF:0000020,mental process,1
MFOEM:000195,affective process,Part of,MF:0000020,mental process,1
BCIO:050809,coping behaviour,Part of,MF:0000020,mental process,1
BCIO:015160,personal vulnerability,Part of,MF:0000033,mental disposition,1
ADDICTO:0001378,drug withdrawal syndrome,Part of,MF:0000033,mental disposition,1
MF:0000033,mental disposition,Part of,BCIO:036113,substance use behaviour,1
BCIO:006154,self-efficacy belief for a behaviour,Type of,MF:0000008,cognitive process,1
BCIO:006019,belief about consequences of behaviour,Type of,MF:0000008,cognitive process,1
ADDICTO:0000511,subjective craving,Type of,MF:0000008,cognitive process,1
BCIO:006133,behavioural motivation,Type of,MF:0000008,cognitive process,1
ADDICTO:0001317,abstinence violation effect,Type of,MF:0000008,cognitive process,1
BCIO:050705,mental feedback process,Type of,BCIO:050809,coping behaviour,1
MF:0000033,mental disposition,Type of,BCIO:050809,coping behaviour,1
BCIO:050268,self-regulation process,Type of,BCIO:050809,coping behaviour,1
ADDICTO:0001317,abstinence violation effect,Type of,BCIO:006019,belief about consequences of behaviour,1
ADDICTO:0001140,addiction strength,Type of,BCIO:015160,personal vulnerability,1
BCIO:050786,supportive social environmental disposition,Type of,BCIO:015160,personal vulnerability,1
BCIO:015161,personal history,Type of,BCIO:015160,personal vulnerability,1
BCIO:036000,individual human behaviour,Influences,BCIO:050806,behavioural consequence,1
BCIO:006024,belief about likelihood of consequences of behaviour,Influences,MFOEM:000195,affective process,1
BCIO:006024,belief about likelihood of consequences of behaviour,Influences,BCIO:006038,evaluative belief,1
BCIO:006019,belief about consequences of behaviour,Influences,BCIO:006038,evaluative belief,1
BCIO:006019,belief about consequences of behaviour,Influences,MFOEM:000195,affective process,1
BCIO:006038,evaluative belief,Influences,MFOEM:000195,affective process,1
MFOEM:000195,affective process,Influences,BCIO:006038,evaluative belief,1
ADDICTO:0000377,feeling of need satisfaction,Positively influences,MF:0000020,mental process,1
BCIO:050960,feeling of need frustration,Negatively influences,MF:0000020,mental process,1
BCIO:006064,psychological need,Influences,ADDICTO:0000377,feeling of need satisfaction,1
BCIO:006064,psychological need,Influences,BCIO:050960,feeling of need frustration,1
MF:0000020,mental process,Influences,BCIO:006304,behavioural importance-based motivation,1
MF:0000020,mental process,Influences,BCIO:050843,accepting responsibility for changing one’s behaviour,1
MF:0000020,mental process,Influences,BCIO:050268,self-regulation process,1
MF:0000020,mental process,Influences,BCIO:006307,extrinsic motivation,1
BCIO:050822,identity congruence,Influences,BCIO:006136,intrinsic motivation,1
ADDICTO:0000377,feeling of need satisfaction,Influences,BCIO:050822,identity congruence,1
BCIO:050960,feeling of need frustration,Influences,BCIO:036076,impulsiveness,1
BCIO:050787,supportive social environmental system,Influences,ADDICTO:0000377,feeling of need satisfaction,1
ENVO:01000452,environmental disposition,Influences,ADDICTO:0000377,feeling of need satisfaction,1
BCIO:050723,negative social environmental system,Influences,BCIO:050960,feeling of need frustration,1
ENVO:01000452,environmental disposition,Influences,BCIO:050960,feeling of need frustration,1
BCIO:036076,impulsiveness,Influences,ENVO:01000254,environmental system,1
BCIO:036076,impulsiveness,Influences,BCIO:050701,low self-efficacy,1
BCIO:036076,impulsiveness,Influences,BCIO:050697,low motivational disposition to change behaviour,1
BCIO:006001,social environmental system,Influences,BCIO:006064,psychological need,1
BCIO:050772,social environmental disposition,Influences,BCIO:006064,psychological need,1
BCIO:050268,self-regulation process,Influences,BCIO:006307,extrinsic motivation,1
BCIO:050843,accepting responsibility for changing one’s behaviour,Influences,BCIO:006307,extrinsic motivation,1
BCIO:006304,behavioural importance-based motivation,Influences,BCIO:006307,extrinsic motivation,1
BCIO:006136,intrinsic motivation,Type of,BCIO:006133,behavioural motivation,1
ENVO:01000254,environmental system,Type of,BCIO:006133,behavioural motivation,1
BCIO:050701,low self-efficacy,Type of,BCIO:006133,behavioural motivation,1
BCIO:050697,low motivational disposition to change behaviour,Type of,BCIO:006133,behavioural motivation,1
BCIO:006302,autonomous motivation,Type of,BCIO:006133,behavioural motivation,1
ENVO:01000452,environmental disposition,Type of,BCIO:006133,behavioural motivation,1
BCIO:006069,need to feel competent,Type of,BCIO:006064,psychological need,1
BCIO:006065,need for autonomy,Type of,BCIO:006064,psychological need,1
BCIO:006068,need for a sense of belonging and attachment,Type of,BCIO:006064,psychological need,1
BCIO:050822,identity congruence,Type of,BCIO:006302,autonomous motivation,1
BCIO:006304,behavioural importance-based motivation,Type of,BCIO:006302,autonomous motivation,1
BCIO:050843,accepting responsibility for changing one’s behaviour,Type of,BCIO:006302,autonomous motivation,1
BCIO:006307,extrinsic motivation,Type of,ENVO:01000452,environmental disposition,1
BCIO:050268,self-regulation process,Type of,ENVO:01000452,environmental disposition,1
BCIO:050268,self-regulation process,Type of,BCIO:006307,extrinsic motivation,1
BCIO:050787,supportive social environmental system,Part of,BCIO:006001,social environmental system,1
BCIO:050787,supportive social environmental system,Part of,BCIO:050772,social environmental disposition,1
BCIO:050723,negative social environmental system,Part of,BCIO:006001,social environmental system,1
BCIO:050723,negative social environmental system,Part of,BCIO:050772,social environmental disposition,1
BCIO:007055,demonstrate the behaviour BCT,Influences,BCIO:050886,extent of past behavioural achievement,1
BCIO:007089,systematically desensitise BCT,Influences,BCIO:050886,extent of past behavioural achievement,1
BCIO:050948,self-talk process,Influences,BCIO:050886,extent of past behavioural achievement,1
BCIO:007076,suggest to change behaviour BCT,Influences,BCIO:007137,persuade about personal capability BCT,1
BCIO:050237,linguistic communication behaviour,Influences,BCIO:007137,persuade about personal capability BCT,1
BCIO:007140,prompt self-talk BCT,Influences,BCIO:007137,persuade about personal capability BCT,1
BCIO:050650,evaluative belief formation,Influences,BCIO:007137,persuade about personal capability BCT,1
MFOEM:000075,appraisal of causal agency,Influences,MF:0000012,arousal,1
MFOEM:000075,appraisal of causal agency,Influences,MFOEM:000003,physiological process involved in an emotion,1
MFOEM:000002,emotional-relevance appraisal process,Influences,MF:0000012,arousal,1
MFOEM:000002,emotional-relevance appraisal process,Influences,MFOEM:000003,physiological process involved in an emotion,1
BCIO:007026,provide biofeedback BCT,Influences,MF:0000012,arousal,1
BCIO:007026,provide biofeedback BCT,Influences,MFOEM:000003,physiological process involved in an emotion,1
BCIO:007167,advise sensory ways to change emotions BCT,Influences,MF:0000012,arousal,1
BCIO:007167,advise sensory ways to change emotions BCT,Influences,MFOEM:000003,physiological process involved in an emotion,1
BCIO:007089,systematically desensitise BCT,Influences,MF:0000012,arousal,1
BCIO:007089,systematically desensitise BCT,Influences,MFOEM:000003,physiological process involved in an emotion,1
BCIO:007085,expose to stimulus BCT,Influences,MF:0000012,arousal,1
BCIO:007085,expose to stimulus BCT,Influences,MFOEM:000003,physiological process involved in an emotion,1
BCIO:006048,behavioural decision,Influences,BCIO:036000,individual human behaviour,1
BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,Influences,BCIO:006048,behavioural decision,1
BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,Influences,BCIO:050648,evaluative belief about the positive consequences of a behaviour,1
BCIO:036000,individual human behaviour,Influences,BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,1
BCIO:036000,individual human behaviour,Influences,BCIO:050886,extent of past behavioural achievement,1
BCIO:050886,extent of past behavioural achievement,Type of,BCIO:050554,communication source,1
BCIO:050886,extent of past behavioural achievement,Type of,BCIO:050644,evaluation of information about behavioural self-efficacy,1
BCIO:050800,observational learning,Type of,BCIO:050554,communication source,1
BCIO:050800,observational learning,Type of,BCIO:050644,evaluation of information about behavioural self-efficacy,1
BCIO:007137,persuade about personal capability BCT,Type of,BCIO:050554,communication source,1
BCIO:007137,persuade about personal capability BCT,Type of,BCIO:050644,evaluation of information about behavioural self-efficacy,1
MF:0000012,arousal,Type of,BCIO:050554,communication source,1
MF:0000012,arousal,Type of,BCIO:050644,evaluation of information about behavioural self-efficacy,1
MFOEM:000003,physiological process involved in an emotion,Type of,BCIO:050554,communication source,1
MFOEM:000003,physiological process involved in an emotion,Type of,BCIO:050644,evaluation of information about behavioural self-efficacy,1
BCIO:050948,self-talk process,Type of,BCIO:003000,behaviour change intervention,1
BCIO:007076,suggest to change behaviour BCT,Type of,BCIO:003000,behaviour change intervention,1
BCIO:050237,linguistic communication behaviour,Type of,BCIO:003000,behaviour change intervention,1
BCIO:007140,prompt self-talk BCT,Type of,BCIO:003000,behaviour change intervention,1
BCIO:050650,evaluative belief formation,Type of,BCIO:003000,behaviour change intervention,1
