57---Self-efficacy theory	has construct	Live modelling
57---Self-efficacy theory	has construct	Vicarious experience
Live modelling	Influences	Vicarious experience
Live modelling	has annotation	BCIO:007055---demonstrate the behaviour BCT
Vicarious experience	has annotation	GO:0098597---None
57---Self-efficacy theory	has construct	Symbolic modelling
57---Self-efficacy theory	has construct	Vicarious experience
Symbolic modelling	Influences	Vicarious experience
Symbolic modelling	has annotation	BCIO:007055---demonstrate the behaviour BCT
Vicarious experience	has annotation	GO:0098597---None
57---Self-efficacy theory	has construct	Suggestion
57---Self-efficacy theory	has construct	Verbal persuasion
Suggestion	Influences	Verbal persuasion
Suggestion	has annotation	BCIO:007076---suggest to change behaviour BCT
Verbal persuasion	has annotation	BCIO:007137---persuade about personal capability BCT
57---Self-efficacy theory	has construct	Exhortation
57---Self-efficacy theory	has construct	Verbal persuasion
Exhortation	Influences	Verbal persuasion
Exhortation	has annotation	BCIO:050237---linguistic communication behaviour
Verbal persuasion	has annotation	BCIO:007137---persuade about personal capability BCT
57---Self-efficacy theory	has construct	Self-instruction
57---Self-efficacy theory	has construct	Verbal persuasion
Self-instruction	Influences	Verbal persuasion
Self-instruction	has annotation	BCIO:007140---prompt self-talk BCT
Verbal persuasion	has annotation	BCIO:007137---persuade about personal capability BCT
57---Self-efficacy theory	has construct	Interpretative treatments
57---Self-efficacy theory	has construct	Verbal persuasion
Interpretative treatments	Influences	Verbal persuasion
Interpretative treatments	has annotation	BCIO:050650---evaluative belief formation
Verbal persuasion	has annotation	BCIO:007137---persuade about personal capability BCT
57---Self-efficacy theory	has construct	Attribution
57---Self-efficacy theory	has construct	Emotional arousal / physiological states
Attribution	Influences	Emotional arousal / physiological states
Attribution	has annotation	MFOEM:000075---appraisal of causal agency
Attribution	has annotation	MFOEM:000002---emotional-relevance appraisal process
Emotional arousal / physiological states	has annotation	MF:0000012---arousal
Emotional arousal / physiological states	has annotation	MFOEM:000003---physiological process involved in an emotion
57---Self-efficacy theory	has construct	Relaxation, biofeedback
57---Self-efficacy theory	has construct	Emotional arousal / physiological states
Relaxation, biofeedback	Influences	Emotional arousal / physiological states
Relaxation, biofeedback	has annotation	BCIO:007026---provide biofeedback BCT
Relaxation, biofeedback	has annotation	BCIO:007167---advise sensory ways to change emotions BCT
Emotional arousal / physiological states	has annotation	MF:0000012---arousal
Emotional arousal / physiological states	has annotation	MFOEM:000003---physiological process involved in an emotion
57---Self-efficacy theory	has construct	Symbolic desensitisation
57---Self-efficacy theory	has construct	Emotional arousal / physiological states
Symbolic desensitisation	Influences	Emotional arousal / physiological states
Symbolic desensitisation	has annotation	BCIO:007089---systematically desensitise BCT
Emotional arousal / physiological states	has annotation	MF:0000012---arousal
Emotional arousal / physiological states	has annotation	MFOEM:000003---physiological process involved in an emotion
57---Self-efficacy theory	has construct	Symbolic exposure
57---Self-efficacy theory	has construct	Emotional arousal / physiological states
Symbolic exposure	Influences	Emotional arousal / physiological states
Symbolic exposure	has annotation	BCIO:007085---expose to stimulus BCT
Emotional arousal / physiological states	has annotation	MF:0000012---arousal
Emotional arousal / physiological states	has annotation	MFOEM:000003---physiological process involved in an emotion
57---Self-efficacy theory	has construct	Choices of behavioural activities and settings
57---Self-efficacy theory	has construct	Behaviour
Choices of behavioural activities and settings	Influences	Behaviour
Choices of behavioural activities and settings	has annotation	BCIO:006048---behavioural decision
Behaviour	has annotation	BCIO:036000---individual human behaviour
57---Self-efficacy theory	has construct	Self-efficacy
57---Self-efficacy theory	has construct	Choices of behavioural activities and settings
Self-efficacy	Influences	Choices of behavioural activities and settings
Self-efficacy	has annotation	BCIO:006043---self-efficacy belief for a behaviour and its associated outcomes
Choices of behavioural activities and settings	has annotation	BCIO:006048---behavioural decision
57---Self-efficacy theory	has construct	Self-efficacy
57---Self-efficacy theory	has construct	Outcome expectancies
Self-efficacy	Influences	Outcome expectancies
Self-efficacy	has annotation	BCIO:006043---self-efficacy belief for a behaviour and its associated outcomes
Outcome expectancies	has annotation	BCIO:050648---evaluative belief about the positive consequences of a behaviour
57---Self-efficacy theory	has construct	Behaviour
57---Self-efficacy theory	has construct	Self-efficacy
Behaviour	Influences	Self-efficacy
Behaviour	has annotation	BCIO:036000---individual human behaviour
Self-efficacy	has annotation	BCIO:006043---self-efficacy belief for a behaviour and its associated outcomes
57---Self-efficacy theory	has construct	Behaviour
57---Self-efficacy theory	has construct	Performance accomplishments / mastery experiences
Behaviour	Influences	Performance accomplishments / mastery experiences
Behaviour	has annotation	BCIO:036000---individual human behaviour
Performance accomplishments / mastery experiences	has annotation	BCIO:050886---extent of past behavioural achievement
57---Self-efficacy theory	has construct	Performance accomplishments / mastery experiences
57---Self-efficacy theory	has construct	Sources of efficacy expectations
Performance accomplishments / mastery experiences	Type of	Sources of efficacy expectations
Performance accomplishments / mastery experiences	has annotation	BCIO:050886---extent of past behavioural achievement
Sources of efficacy expectations	has annotation	BCIO:050554---communication source
Sources of efficacy expectations	has annotation	BCIO:050644---evaluation of information about behavioural self-efficacy
57---Self-efficacy theory	has construct	Vicarious experience
57---Self-efficacy theory	has construct	Sources of efficacy expectations
Vicarious experience	Type of	Sources of efficacy expectations
Vicarious experience	has annotation	GO:0098597---None
Sources of efficacy expectations	has annotation	BCIO:050554---communication source
Sources of efficacy expectations	has annotation	BCIO:050644---evaluation of information about behavioural self-efficacy
57---Self-efficacy theory	has construct	Verbal persuasion
57---Self-efficacy theory	has construct	Sources of efficacy expectations
Verbal persuasion	Type of	Sources of efficacy expectations
Verbal persuasion	has annotation	BCIO:007137---persuade about personal capability BCT
Sources of efficacy expectations	has annotation	BCIO:050554---communication source
Sources of efficacy expectations	has annotation	BCIO:050644---evaluation of information about behavioural self-efficacy
57---Self-efficacy theory	has construct	Emotional arousal / physiological states
57---Self-efficacy theory	has construct	Sources of efficacy expectations
Emotional arousal / physiological states	Type of	Sources of efficacy expectations
Emotional arousal / physiological states	has annotation	MF:0000012---arousal
Emotional arousal / physiological states	has annotation	MFOEM:000003---physiological process involved in an emotion
Sources of efficacy expectations	has annotation	BCIO:050554---communication source
Sources of efficacy expectations	has annotation	BCIO:050644---evaluation of information about behavioural self-efficacy
57---Self-efficacy theory	has construct	Participant modelling
57---Self-efficacy theory	has construct	Modes of treatment
Participant modelling	Type of	Modes of treatment
Participant modelling	has annotation	BCIO:007055---demonstrate the behaviour BCT
Participant modelling	has annotation	BCIO:007094---practise behaviour BCT
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Performance desensitisation
57---Self-efficacy theory	has construct	Modes of treatment
Performance desensitisation	Type of	Modes of treatment
Performance desensitisation	has annotation	BCIO:007089---systematically desensitise BCT
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Performance exposure
57---Self-efficacy theory	has construct	Modes of treatment
Performance exposure	Type of	Modes of treatment
Performance exposure	has annotation	BCIO:007094---practise behaviour BCT
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Self-instructed performance
57---Self-efficacy theory	has construct	Modes of treatment
Self-instructed performance	Type of	Modes of treatment
Self-instructed performance	has annotation	BCIO:050948---self-talk process
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Live modelling
57---Self-efficacy theory	has construct	Modes of treatment
Live modelling	Type of	Modes of treatment
Live modelling	has annotation	BCIO:007055---demonstrate the behaviour BCT
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Symbolic modelling
57---Self-efficacy theory	has construct	Modes of treatment
Symbolic modelling	Type of	Modes of treatment
Symbolic modelling	has annotation	BCIO:007055---demonstrate the behaviour BCT
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Suggestion
57---Self-efficacy theory	has construct	Modes of treatment
Suggestion	Type of	Modes of treatment
Suggestion	has annotation	BCIO:007076---suggest to change behaviour BCT
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Exhortation
57---Self-efficacy theory	has construct	Modes of treatment
Exhortation	Type of	Modes of treatment
Exhortation	has annotation	BCIO:050237---linguistic communication behaviour
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Self-instruction
57---Self-efficacy theory	has construct	Modes of treatment
Self-instruction	Type of	Modes of treatment
Self-instruction	has annotation	BCIO:007140---prompt self-talk BCT
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Interpretative treatments
57---Self-efficacy theory	has construct	Modes of treatment
Interpretative treatments	Type of	Modes of treatment
Interpretative treatments	has annotation	BCIO:050650---evaluative belief formation
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Attribution
57---Self-efficacy theory	has construct	Modes of treatment
Attribution	Type of	Modes of treatment
Attribution	has annotation	MFOEM:000075---appraisal of causal agency
Attribution	has annotation	MFOEM:000002---emotional-relevance appraisal process
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Relaxation, biofeedback
57---Self-efficacy theory	has construct	Modes of treatment
Relaxation, biofeedback	Type of	Modes of treatment
Relaxation, biofeedback	has annotation	BCIO:007026---provide biofeedback BCT
Relaxation, biofeedback	has annotation	BCIO:007167---advise sensory ways to change emotions BCT
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Symbolic desensitisation
57---Self-efficacy theory	has construct	Modes of treatment
Symbolic desensitisation	Type of	Modes of treatment
Symbolic desensitisation	has annotation	BCIO:007089---systematically desensitise BCT
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Symbolic exposure
57---Self-efficacy theory	has construct	Modes of treatment
Symbolic exposure	Type of	Modes of treatment
Symbolic exposure	has annotation	BCIO:007085---expose to stimulus BCT
Modes of treatment	has annotation	BCIO:003000---behaviour change intervention
57---Self-efficacy theory	has construct	Magnitude
57---Self-efficacy theory	has construct	Self-efficacy
Magnitude	Part of	Self-efficacy
Magnitude	has annotation	BCIO:006154---self-efficacy belief for a behaviour
Self-efficacy	has annotation	BCIO:006043---self-efficacy belief for a behaviour and its associated outcomes
57---Self-efficacy theory	has construct	Generality
57---Self-efficacy theory	has construct	Self-efficacy
Generality	Part of	Self-efficacy
Generality	has annotation	BCIO:050667---generality of self-efficacy
Self-efficacy	has annotation	BCIO:006043---self-efficacy belief for a behaviour and its associated outcomes
57---Self-efficacy theory	has construct	Strength
57---Self-efficacy theory	has construct	Self-efficacy
Strength	Part of	Self-efficacy
Strength	has annotation	BCIO:050758---resilience of self-efficacy
Self-efficacy	has annotation	BCIO:006043---self-efficacy belief for a behaviour and its associated outcomes
57---Self-efficacy theory	has construct	Effort
57---Self-efficacy theory	has construct	Behaviour
Effort	Part of	Behaviour
Effort	has annotation	BCIO:050431---mental exertion expended on a behaviour
Effort	has annotation	BCIO:050432---physical exertion expended on a behaviour
Behaviour	has annotation	BCIO:036000---individual human behaviour
57---Self-efficacy theory	has construct	Persistence
57---Self-efficacy theory	has construct	Behaviour
Persistence	Part of	Behaviour
Persistence	has annotation	BCIO:050871---persistent goal pursuit process
Behaviour	has annotation	BCIO:036000---individual human behaviour
57---Self-efficacy theory	has construct	Social circumstances
57---Self-efficacy theory	has construct	Cognitive appraisal of efficacy information
Social circumstances	Part of	Cognitive appraisal of efficacy information
Social circumstances	has annotation	BCIO:006001---social environmental system
Cognitive appraisal of efficacy information	has annotation	BCIO:050679---information evaluation process
57---Self-efficacy theory	has construct	Temporal circumstances
57---Self-efficacy theory	has construct	Cognitive appraisal of efficacy information
Temporal circumstances	Part of	Cognitive appraisal of efficacy information
Temporal circumstances	has annotation	BCIO:006091---temporal behavioural opportunity
Temporal circumstances	has annotation	ENVO:01000254---environmental system
Cognitive appraisal of efficacy information	has annotation	BCIO:050679---information evaluation process
57---Self-efficacy theory	has construct	Situational circumstances
57---Self-efficacy theory	has construct	Cognitive appraisal of efficacy information
Situational circumstances	Part of	Cognitive appraisal of efficacy information
Situational circumstances	has annotation	ENVO:01000254---environmental system
Cognitive appraisal of efficacy information	has annotation	BCIO:050679---information evaluation process
58---Self-Regulation Theory	has construct	Attributional processes
58---Self-Regulation Theory	has construct	Self-reinforcement
Attributional processes	Positively influences	Self-reinforcement
Attributional processes	has annotation	BCIO:050689---judging about causation
Self-reinforcement	has annotation	BCIO:006106---self-reinforcing self-regulation
58---Self-Regulation Theory	has construct	Self-reinforcement stage
58---Self-Regulation Theory	has construct	Behaviour
Self-reinforcement stage	Influences	Behaviour
Self-reinforcement stage	has annotation	BCIO:006106---self-reinforcing self-regulation
Behaviour	has annotation	BCIO:036000---individual human behaviour
58---Self-Regulation Theory	has construct	Behaviour
58---Self-Regulation Theory	has construct	Self-monitoring stage
Behaviour	Influences	Self-monitoring stage
Behaviour	has annotation	BCIO:036000---individual human behaviour
Self-monitoring stage	has annotation	BCIO:006137---self-monitoring
58---Self-Regulation Theory	has construct	Sources of control
58---Self-Regulation Theory	has construct	Self-monitoring stage
Sources of control	Influences	Self-monitoring stage
Sources of control	has annotation	BCIO:050884---total internal influence on behaviour
Sources of control	has annotation	ENVO:01000254---environmental system
Self-monitoring stage	has annotation	BCIO:006137---self-monitoring
58---Self-Regulation Theory	has construct	Self-monitoring outcome
58---Self-Regulation Theory	has construct	Self-evaluation stage
Self-monitoring outcome	Part of	Self-evaluation stage
Self-monitoring outcome	has annotation	BCIO:006137---self-monitoring
Self-evaluation stage	has annotation	BCIO:050853---comparison of current behaviour with a standard
58---Self-Regulation Theory	has construct	Standards
58---Self-Regulation Theory	has construct	Self-evaluation stage
Standards	Part of	Self-evaluation stage
Standards	has annotation	BCIO:006079---desired standard
Self-evaluation stage	has annotation	BCIO:050853---comparison of current behaviour with a standard
58---Self-Regulation Theory	has construct	Self-monitoring outcome
58---Self-Regulation Theory	has construct	Discrepancy
Self-monitoring outcome	Influences (*)	Discrepancy
Self-monitoring outcome	has annotation	BCIO:006137---self-monitoring
Discrepancy	has annotation	BCIO:050603---belief about the discrepancy between one’s current and target state
58---Self-Regulation Theory	has construct	Standards
58---Self-Regulation Theory	has construct	Discrepancy
Standards	Influences (*)	Discrepancy
Standards	has annotation	BCIO:006079---desired standard
Discrepancy	has annotation	BCIO:050603---belief about the discrepancy between one’s current and target state
58---Self-Regulation Theory	has construct	Internal attribution
58---Self-Regulation Theory	has construct	Attributional processes
Internal attribution	Part of	Attributional processes
Internal attribution	has annotation	BCIO:050686---internal attribution of a behaviour
Attributional processes	has annotation	BCIO:050689---judging about causation
58---Self-Regulation Theory	has construct	External attribution
58---Self-Regulation Theory	has construct	Attributional processes
External attribution	Part of	Attributional processes
External attribution	has annotation	BCIO:050652---external attribution of a behaviour
Attributional processes	has annotation	BCIO:050689---judging about causation
58---Self-Regulation Theory	has construct	Self-reinforcement
58---Self-Regulation Theory	has construct	Self-reinforcement stage
Self-reinforcement	Part of	Self-reinforcement stage
Self-reinforcement	has annotation	BCIO:006106---self-reinforcing self-regulation
Self-reinforcement stage	has annotation	BCIO:006106---self-reinforcing self-regulation
58---Self-Regulation Theory	has construct	Attributional processes
58---Self-Regulation Theory	has construct	Self-reinforcement stage
Attributional processes	Part of	Self-reinforcement stage
Attributional processes	has annotation	BCIO:050689---judging about causation
Self-reinforcement stage	has annotation	BCIO:006106---self-reinforcing self-regulation
58---Self-Regulation Theory	has construct	Self-monitoring stage
58---Self-Regulation Theory	has construct	Self-regulation
Self-monitoring stage	Part of	Self-regulation
Self-monitoring stage	has annotation	BCIO:006137---self-monitoring
Self-regulation	has annotation	BCIO:050268---self-regulation process
58---Self-Regulation Theory	has construct	Perceptions of control
58---Self-Regulation Theory	has construct	Self-regulation
Perceptions of control	Part of	Self-regulation
Perceptions of control	has annotation	BCIO:006152---belief about control over behaviour
Self-regulation	has annotation	BCIO:050268---self-regulation process
58---Self-Regulation Theory	has construct	Relevance to goals
58---Self-Regulation Theory	has construct	Self-regulation
Relevance to goals	Part of	Self-regulation
Relevance to goals	has annotation	MFOEM:000072---appraisal of goal importance
Self-regulation	has annotation	BCIO:050268---self-regulation process
58---Self-Regulation Theory	has construct	Self-evaluation stage
58---Self-Regulation Theory	has construct	Self-regulation
Self-evaluation stage	Part of	Self-regulation
Self-evaluation stage	has annotation	BCIO:050853---comparison of current behaviour with a standard
Self-regulation	has annotation	BCIO:050268---self-regulation process
58---Self-Regulation Theory	has construct	Discrepancy
58---Self-Regulation Theory	has construct	Self-regulation
Discrepancy	Part of	Self-regulation
Discrepancy	has annotation	BCIO:050603---belief about the discrepancy between one’s current and target state
Self-regulation	has annotation	BCIO:050268---self-regulation process
58---Self-Regulation Theory	has construct	Self-reinforcement stage
58---Self-Regulation Theory	has construct	Self-regulation
Self-reinforcement stage	Part of	Self-regulation
Self-reinforcement stage	has annotation	BCIO:006106---self-reinforcing self-regulation
Self-regulation	has annotation	BCIO:050268---self-regulation process
58---Self-Regulation Theory	has construct	Self-regulation
58---Self-Regulation Theory	has construct	Controlled processing
Self-regulation	Part of	Controlled processing
Self-regulation	has annotation	BCIO:050268---self-regulation process
Controlled processing	has annotation	MF:0000018---attending
Controlled processing	has annotation	BCIO:006116---decision-making
58---Self-Regulation Theory	has construct	Controlled processing
58---Self-Regulation Theory	has construct	Cues from repertoire of cognitive and self-directive variables
Controlled processing	Part of	Cues from repertoire of cognitive and self-directive variables
Controlled processing	has annotation	MF:0000018---attending
Controlled processing	has annotation	BCIO:006116---decision-making
Cues from repertoire of cognitive and self-directive variables	has annotation	BCIO:050629---discriminative stimulus
58---Self-Regulation Theory	has construct	Automatic processing
58---Self-Regulation Theory	has construct	Cues from repertoire of cognitive and self-directive variables
Automatic processing	Part of	Cues from repertoire of cognitive and self-directive variables
Automatic processing	has annotation	BCIO:050725---non-conscious mental process
Cues from repertoire of cognitive and self-directive variables	has annotation	BCIO:050629---discriminative stimulus
58---Self-Regulation Theory	has construct	Cues from repertoire of cognitive and self-directive variables
58---Self-Regulation Theory	has construct	Sources of control
Cues from repertoire of cognitive and self-directive variables	Part of	Sources of control
Cues from repertoire of cognitive and self-directive variables	has annotation	BCIO:050629---discriminative stimulus
Sources of control	has annotation	BCIO:050884---total internal influence on behaviour
Sources of control	has annotation	ENVO:01000254---environmental system
58---Self-Regulation Theory	has construct	Immediate environment
58---Self-Regulation Theory	has construct	Sources of control
Immediate environment	Part of	Sources of control
Immediate environment	has annotation	ENVO:01000254---environmental system
Immediate environment	has annotation	BCIO:006086---behavioural opportunity
Sources of control	has annotation	BCIO:050884---total internal influence on behaviour
Sources of control	has annotation	ENVO:01000254---environmental system
58---Self-Regulation Theory	has construct	Biological system
58---Self-Regulation Theory	has construct	Sources of control
Biological system	Part of	Sources of control
Biological system	has annotation	BCIO:050613---bodily system
Sources of control	has annotation	BCIO:050884---total internal influence on behaviour
Sources of control	has annotation	ENVO:01000254---environmental system
59---Six staged model of communication effects	has construct	Exposure to a message
59---Six staged model of communication effects	has construct	Comprehension
Exposure to a message	Influences	Comprehension
Exposure to a message	has annotation	BCIO:050483---personal history of events that influence behaviour
Comprehension	has annotation	BCIO:006110---comprehension
59---Six staged model of communication effects	has construct	Exposure to a message
59---Six staged model of communication effects	has construct	Identification with messenger
Exposure to a message	Influences	Identification with messenger
Exposure to a message	has annotation	BCIO:050483---personal history of events that influence behaviour
Identification with messenger	has annotation	BCIO:050862---empathising
59---Six staged model of communication effects	has construct	Role modelling
59---Six staged model of communication effects	has construct	Self-efficacy
Role modelling	Influences	Self-efficacy
Role modelling	has annotation	GO:0098596---imitative learning
Self-efficacy	has annotation	BCIO:006022---belief about control over one's future
59---Six staged model of communication effects	has construct	Action
59---Six staged model of communication effects	has construct	Maintenance
Action	Influences	Maintenance
Action	has annotation	BCIO:050477---having enacted a behaviour
Maintenance	has annotation	BCIO:050805---behaviour pattern maintenance
59---Six staged model of communication effects	has construct	Exposure to a message
59---Six staged model of communication effects	has construct	Parasocial interaction
Exposure to a message	Influences	Parasocial interaction
Exposure to a message	has annotation	BCIO:050483---personal history of events that influence behaviour
Parasocial interaction	has annotation	BCIO:050420---digital interaction behaviour
Parasocial interaction	has annotation	BCIO:050751---quality of social relationships
59---Six staged model of communication effects	has construct	Exposure to a message
59---Six staged model of communication effects	has construct	Role modelling
Exposure to a message	Influences	Role modelling
Exposure to a message	has annotation	BCIO:050483---personal history of events that influence behaviour
Role modelling	has annotation	GO:0098596---imitative learning
59---Six staged model of communication effects	has construct	Comprehension
59---Six staged model of communication effects	has construct	Understanding of a message
Comprehension	Influences	Understanding of a message
Comprehension	has annotation	BCIO:006110---comprehension
Understanding of a message	has annotation	BCIO:006110---comprehension
59---Six staged model of communication effects	has construct	Identification with messenger
59---Six staged model of communication effects	has construct	Perception of message relevance
Identification with messenger	Influences	Perception of message relevance
Identification with messenger	has annotation	BCIO:050862---empathising
Perception of message relevance	has annotation	BCIO:006028---belief about message relevance
59---Six staged model of communication effects	has construct	Parasocial interaction
59---Six staged model of communication effects	has construct	Self-efficacy
Parasocial interaction	Influences	Self-efficacy
Parasocial interaction	has annotation	BCIO:050420---digital interaction behaviour
Parasocial interaction	has annotation	BCIO:050751---quality of social relationships
Self-efficacy	has annotation	BCIO:006022---belief about control over one's future
59---Six staged model of communication effects	has construct	Role modelling
59---Six staged model of communication effects	has construct	Assessment of pros and cons of alternative attitudes / behaviours
Role modelling	Influences	Assessment of pros and cons of alternative attitudes / behaviours
Role modelling	has annotation	GO:0098596---imitative learning
Assessment of pros and cons of alternative attitudes / behaviours	has annotation	BCIO:006116---decision-making
59---Six staged model of communication effects	has construct	Assessment of pros and cons of alternative attitudes / behaviours
59---Six staged model of communication effects	has construct	Persuasion
Assessment of pros and cons of alternative attitudes / behaviours	Influences	Persuasion
Assessment of pros and cons of alternative attitudes / behaviours	has annotation	BCIO:006116---decision-making
Persuasion	has annotation	BCIO:006099---social influence behaviour
Persuasion	has annotation	BCIO:033000---behaviour change technique
Persuasion	has annotation	BCIO:044114---persuasive communication style
59---Six staged model of communication effects	has construct	Role modelling
59---Six staged model of communication effects	has construct	Interpersonal communication with peers, partners and / or experts
Role modelling	Influences	Interpersonal communication with peers, partners and / or experts
Role modelling	has annotation	GO:0098596---imitative learning
Interpersonal communication with peers, partners and / or experts	has annotation	BCIO:036034---human communication behaviour
59---Six staged model of communication effects	has construct	Interpersonal communication with peers, partners and / or experts
59---Six staged model of communication effects	has construct	Social support
Interpersonal communication with peers, partners and / or experts	Influences	Social support
Interpersonal communication with peers, partners and / or experts	has annotation	BCIO:036034---human communication behaviour
Social support	has annotation	BCIO:007028---social support BCT
59---Six staged model of communication effects	has construct	Interpersonal communication with peers, partners and / or experts
59---Six staged model of communication effects	has construct	Persuasion
Interpersonal communication with peers, partners and / or experts	Influences	Persuasion
Interpersonal communication with peers, partners and / or experts	has annotation	BCIO:036034---human communication behaviour
Persuasion	has annotation	BCIO:006099---social influence behaviour
Persuasion	has annotation	BCIO:033000---behaviour change technique
Persuasion	has annotation	BCIO:044114---persuasive communication style
59---Six staged model of communication effects	has construct	Perception of message relevance
59---Six staged model of communication effects	has construct	Message Awareness
Perception of message relevance	Part of	Message Awareness
Perception of message relevance	has annotation	BCIO:006028---belief about message relevance
Message Awareness	has annotation	BCIO:006015---awareness
Message Awareness	has annotation	BCIO:006052---knowledge
59---Six staged model of communication effects	has construct	Understanding of a message
59---Six staged model of communication effects	has construct	Message Awareness
Understanding of a message	Part of	Message Awareness
Understanding of a message	has annotation	BCIO:006110---comprehension
Message Awareness	has annotation	BCIO:006015---awareness
Message Awareness	has annotation	BCIO:006052---knowledge
59---Six staged model of communication effects	has construct	Persuasion
59---Six staged model of communication effects	has construct	Behavioural Intention
Persuasion	Part of	Behavioural Intention
Persuasion	has annotation	BCIO:006099---social influence behaviour
Persuasion	has annotation	BCIO:033000---behaviour change technique
Persuasion	has annotation	BCIO:044114---persuasive communication style
Behavioural Intention	has annotation	BCIO:006016---behavioural intention
59---Six staged model of communication effects	has construct	Self-efficacy
59---Six staged model of communication effects	has construct	Behavioural Intention
Self-efficacy	Part of	Behavioural Intention
Self-efficacy	has annotation	BCIO:006022---belief about control over one's future
Behavioural Intention	has annotation	BCIO:006016---behavioural intention
6---Change Theory	has construct	Freezing
6---Change Theory	has construct	Quasi-stationary equilibrium
Freezing	Transitions to	Quasi-stationary equilibrium
Freezing	has annotation	BCIO:050709---motivational disposition for behavioural maintenance
Quasi-stationary equilibrium	has annotation	BCIO:050805---behaviour pattern maintenance
60---Social Action Theory (Ewart)	has construct	Settings
60---Social Action Theory (Ewart)	has construct	Generative capabilities
Settings	Influences	Generative capabilities
Settings	has annotation	ENVO:01000254---environmental system
Generative capabilities	has annotation	BCIO:050848---capability to imagine future scenarios
60---Social Action Theory (Ewart)	has construct	Outcomes
60---Social Action Theory (Ewart)	has construct	Motivation
Outcomes	Influences	Motivation
Outcomes	has annotation	BCIO:050806---behavioural consequence
Motivation	has annotation	BCIO:006133---behavioural motivation
60---Social Action Theory (Ewart)	has construct	Social interdependence
60---Social Action Theory (Ewart)	has construct	Outcomes
Social interdependence	Influences	Outcomes
Social interdependence	has annotation	BCIO:006099---social influence behaviour
Outcomes	has annotation	BCIO:050806---behavioural consequence
60---Social Action Theory (Ewart)	has construct	Health protective action / health habits
60---Social Action Theory (Ewart)	has construct	Social interdependence
Health protective action / health habits	Influences	Social interdependence
Health protective action / health habits	has annotation	BCIO:050821---health-promoting behaviour
Social interdependence	has annotation	BCIO:006099---social influence behaviour
60---Social Action Theory (Ewart)	has construct	Health protective action / health habits
60---Social Action Theory (Ewart)	has construct	Outcomes
Health protective action / health habits	Influences	Outcomes
Health protective action / health habits	has annotation	BCIO:050821---health-promoting behaviour
Outcomes	has annotation	BCIO:050806---behavioural consequence
60---Social Action Theory (Ewart)	has construct	Outcomes
60---Social Action Theory (Ewart)	has construct	Health protective action / health habits
Outcomes	Influences	Health protective action / health habits
Outcomes	has annotation	BCIO:050806---behavioural consequence
Health protective action / health habits	has annotation	BCIO:050821---health-promoting behaviour
60---Social Action Theory (Ewart)	has construct	Generative capabilities
60---Social Action Theory (Ewart)	has construct	Constructive thinking
Generative capabilities	Influences	Constructive thinking
Generative capabilities	has annotation	BCIO:050848---capability to imagine future scenarios
Constructive thinking	has annotation	BCIO:006112---reflective thinking
60---Social Action Theory (Ewart)	has construct	Motivation
60---Social Action Theory (Ewart)	has construct	Constructive thinking
Motivation	Influences	Constructive thinking
Motivation	has annotation	BCIO:006133---behavioural motivation
Constructive thinking	has annotation	BCIO:006112---reflective thinking
60---Social Action Theory (Ewart)	has construct	Generative capabilities
60---Social Action Theory (Ewart)	has construct	Motivation
Generative capabilities	Influences	Motivation
Generative capabilities	has annotation	BCIO:050848---capability to imagine future scenarios
Motivation	has annotation	BCIO:006133---behavioural motivation
60---Social Action Theory (Ewart)	has construct	Social interaction processes
60---Social Action Theory (Ewart)	has construct	Motivation
Social interaction processes	Influences	Motivation
Social interaction processes	has annotation	BCIO:006099---social influence behaviour
Motivation	has annotation	BCIO:006133---behavioural motivation
60---Social Action Theory (Ewart)	has construct	Social interaction processes
60---Social Action Theory (Ewart)	has construct	Constructive thinking
Social interaction processes	Influences	Constructive thinking
Social interaction processes	has annotation	BCIO:006099---social influence behaviour
Constructive thinking	has annotation	BCIO:006112---reflective thinking
60---Social Action Theory (Ewart)	has construct	Self-change processes
60---Social Action Theory (Ewart)	has construct	Action state
Self-change processes	Influences	Action state
Self-change processes	has annotation	BCIO:050268---self-regulation process
60---Social Action Theory (Ewart)	has construct	Contextual influences
60---Social Action Theory (Ewart)	has construct	Self-change processes
Contextual influences	Influences	Self-change processes
